read config: config_product.yaml
config = {
	"app": {
		"env": "local",
		"port": "8080",
		"app_name": "gin-app",
		"app_url": "http://localhost"
	},
	"log": {
		"level": "info",
		"root_dir": "./storage/logs",
		"filename": "run.log",
		"format": "console",
		"show_line": true,
		"max_backups": 10,
		"max_size": 100,
		"max_age": 28,
		"compress": true
	},
	"database": {
		"driver": "mysql",
		"host": "127.0.0.1",
		"port": 3306,
		"database": "polis",
		"username": "root",
		"password": "root",
		"charset": "utf8mb4",
		"max_idle_conns": 10,
		"max_open_conns": 100,
		"log_mode": "info",
		"enable_file_log_writer": true,
		"log_filename": "sql.log"
	},
	"jwt": {
		"secret": "3Bde3BGEbYqtqyEUzW3ry8jKFcaPH17fRmTmqE7MDr05Lwj95uruRKrrkb44TJ4s",
		"jwt_ttl": 259200,
		"jwt_blacklist_grace_period": 10,
		"refresh_grace_period": 43200
	},
	"redis": {
		"host": "127.0.0.1",
		"port": 6379,
		"db": 0,
		"password": ""
	}
}
[GIN-debug] [WARNING] Creating an Engine instance with the Logger and Recovery middleware already attached.

[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /ping                     --> github.com/oasis/game_boat/biz/handlers.Ping (6 handlers)
[GIN-debug] POST   /get/user/followers       --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserFollowerList (6 handlers)
[GIN-debug] POST   /get/user/follows         --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserFollowList (6 handlers)
[GIN-debug] POST   /get/user/relation_count  --> github.com/oasis/game_boat/biz/handlers/get/user.GetRelationCount (6 handlers)
[GIN-debug] GET    /get/user/game            --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserGame (6 handlers)
[GIN-debug] GET    /get/user/game_count      --> github.com/oasis/game_boat/biz/handlers/get/user.GetUserGameCount (6 handlers)
[GIN-debug] GET    /get/game/tag_list        --> github.com/oasis/game_boat/biz/handlers/get/game.GetTagList (6 handlers)
[GIN-debug] POST   /get/game/in_tag          --> github.com/oasis/game_boat/biz/handlers/get/game.GetGameInTag (6 handlers)
[GIN-debug] GET    /get/game/three_list      --> github.com/oasis/game_boat/biz/handlers/get/game.GetGameThreeList (6 handlers)
[GIN-debug] GET    /get/article/detail       --> github.com/oasis/game_boat/middle_ware.CheckRequestId.func1 (5 handlers)
[GIN-debug] POST   /get/community            --> github.com/oasis/game_boat/biz/handlers/get.ListCommunity (6 handlers)
[GIN-debug] POST   /get/main_page            --> github.com/oasis/game_boat/biz/handlers/get.ListMainPage (6 handlers)
[GIN-debug] POST   /action/game              --> github.com/oasis/game_boat/biz/handlers/action.GameAction (7 handlers)
[GIN-debug] POST   /update/user/relation     --> github.com/oasis/game_boat/biz/handlers/update/user.PeopleRelate (7 handlers)
[GIN-debug] POST   /update/user/info         --> github.com/oasis/game_boat/biz/handlers/update/user.UpdateUserInfo (7 handlers)
[GIN-debug] POST   /register                 --> github.com/oasis/game_boat/biz/handlers.Register (6 handlers)
[GIN-debug] POST   /login                    --> github.com/oasis/game_boat/biz/handlers.Login (6 handlers)
[GIN-debug] POST   /logout                   --> github.com/oasis/game_boat/biz/handlers.Logout (8 handlers)
[GIN-debug] GET    /token_check              --> github.com/oasis/game_boat/biz/handlers.CheckToken (7 handlers)
[GIN-debug] [WARNING] You trusted all proxies, this is NOT safe. We recommend you to set a value.
Please check https://pkg.go.dev/github.com/gin-gonic/gin#readme-don-t-trust-all-proxies for details.
[GIN-debug] Listening and serving HTTP on :8080
[GIN] 2022/04/09 - 16:24:10 | 404 |       9.651µs |   60.13.138.170 | HEAD     "/"
[2022-04-09 16:51:13.695]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [5 248 448 9 405 321 115 273 136 130], page = 1, pageSize = 10	{"x-request-id": "c98ki0erobbbrg6o1ecg"}
[2022-04-09 16:51:13.696]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98ki0erobbbrg6o1ed0"}
[2022-04-09 16:51:13.714]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98ki0erobbbrg6o1edg"}
[2022-04-09 16:51:13.715]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98ki0erobbbrg6o1edg"}
[2022-04-09 16:51:17.279]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98ki1erobbbrg6o1ee0"}
[2022-04-09 16:51:17.280]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98ki1erobbbrg6o1ee0"}
[2022-04-09 16:51:17.280]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98ki1erobbbrg6o1eeg"}
[2022-04-09 16:51:17.280]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98ki1erobbbrg6o1eeg"}
[2022-04-09 16:51:24.973]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494284588
}	{"x-request-id": "c98ki36robbbrg6o1ef0"}
[2022-04-09 16:51:24.976]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98ki36robbbrg6o1efg"}
[2022-04-09 16:51:24.976]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98ki36robbbrg6o1efg"}
[2022-04-09 16:51:24.978]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [96 255 136 168 66 418 337 14 153 252], page = 1, pageSize = 10	{"x-request-id": "c98ki36robbbrg6o1ef0"}
[2022-04-09 16:51:25.232]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98ki3erobbbrg6o1eg0"}
[2022-04-09 16:51:25.234]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98ki3erobbbrg6o1eg0"}
[2022-04-09 16:51:26.030]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98ki3mrobbbrg6o1egg"}
[2022-04-09 16:51:26.031]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98ki3mrobbbrg6o1eh0"}
[2022-04-09 16:51:26.031]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98ki3mrobbbrg6o1egg"}
[2022-04-09 16:51:26.031]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98ki3mrobbbrg6o1eh0"}
[2022-04-09 16:52:02.575]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kicmrobbbrg6o1ehg"}
[2022-04-09 16:52:02.575]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kicmrobbbrg6o1ei0"}
[2022-04-09 16:52:02.576]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kicmrobbbrg6o1ei0"}
[2022-04-09 16:52:02.576]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494322219
}	{"x-request-id": "c98kicmrobbbrg6o1eig"}
[2022-04-09 16:52:02.578]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kicmrobbbrg6o1ehg"}
[2022-04-09 16:52:02.579]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [456 284 191 67 181 106 429 289 211 276], page = 1, pageSize = 10	{"x-request-id": "c98kicmrobbbrg6o1eig"}
[2022-04-09 16:52:02.807]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kicmrobbbrg6o1ej0"}
[2022-04-09 16:52:02.808]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kicmrobbbrg6o1ej0"}
[2022-04-09 16:52:02.820]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kicmrobbbrg6o1ejg"}
[2022-04-09 16:52:02.821]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kicmrobbbrg6o1ejg"}
[2022-04-09 16:52:29.384]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kijerobbbrg6o1ek0"}
[2022-04-09 16:52:29.384]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kijerobbbrg6o1ekg"}
[2022-04-09 16:52:29.385]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kijerobbbrg6o1ek0"}
[2022-04-09 16:52:29.385]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494349006
}	{"x-request-id": "c98kijerobbbrg6o1el0"}
[2022-04-09 16:52:29.387]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kijerobbbrg6o1ekg"}
[2022-04-09 16:52:29.388]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [376 56 330 35 213 473 58 437 26 362], page = 1, pageSize = 10	{"x-request-id": "c98kijerobbbrg6o1el0"}
[2022-04-09 16:52:29.677]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kijerobbbrg6o1elg"}
[2022-04-09 16:52:29.677]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kijerobbbrg6o1em0"}
[2022-04-09 16:52:29.678]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kijerobbbrg6o1elg"}
[2022-04-09 16:52:29.678]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kijerobbbrg6o1em0"}
[2022-04-09 16:53:02.016]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494381654
}	{"x-request-id": "c98kirmrobbbrg6o1emg"}
[2022-04-09 16:53:02.016]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kirmrobbbrg6o1en0"}
[2022-04-09 16:53:02.017]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kirmrobbbrg6o1eng"}
[2022-04-09 16:53:02.018]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kirmrobbbrg6o1eng"}
[2022-04-09 16:53:02.018]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kirmrobbbrg6o1en0"}
[2022-04-09 16:53:02.019]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [290 335 66 52 62 481 115 172 385 68], page = 1, pageSize = 10	{"x-request-id": "c98kirmrobbbrg6o1emg"}
[2022-04-09 16:53:02.331]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kirmrobbbrg6o1eo0"}
[2022-04-09 16:53:02.331]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kirmrobbbrg6o1eog"}
[2022-04-09 16:53:02.332]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kirmrobbbrg6o1eo0"}
[2022-04-09 16:53:02.332]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kirmrobbbrg6o1eog"}
[2022-04-09 16:53:19.776]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kivurobbbrg6o1ep0"}
[2022-04-09 16:53:19.776]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kivurobbbrg6o1epg"}
[2022-04-09 16:53:19.776]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kivurobbbrg6o1ep0"}
[2022-04-09 16:53:19.777]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494399357
}	{"x-request-id": "c98kivurobbbrg6o1eq0"}
[2022-04-09 16:53:19.780]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [390 56 97 87 88 59 281 404 266 475], page = 1, pageSize = 10	{"x-request-id": "c98kivurobbbrg6o1eq0"}
[2022-04-09 16:53:19.780]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kivurobbbrg6o1epg"}
[2022-04-09 16:53:20.139]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kj06robbbrg6o1eqg"}
[2022-04-09 16:53:20.139]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kj06robbbrg6o1er0"}
[2022-04-09 16:53:20.141]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kj06robbbrg6o1er0"}
[2022-04-09 16:53:20.141]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kj06robbbrg6o1eqg"}
[2022-04-09 16:53:53.247]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494435031
}	{"x-request-id": "c98kj8erobbbrg6o1erg"}
[2022-04-09 16:53:53.249]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kj8erobbbrg6o1es0"}
[2022-04-09 16:53:53.249]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzQ0NDIsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDE0MjQyfQ.Q9tqDgZyKZqXAq_A8imZRYZ_zgA_HlHBlDVrkeU92Gs	{"x-request-id": "c98kj8erobbbrg6o1esg"}
[2022-04-09 16:53:53.250]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kj8erobbbrg6o1esg"}
[2022-04-09 16:53:53.251]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kj8erobbbrg6o1es0"}
[2022-04-09 16:53:53.288]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [278 277 67 57 248 387 52 79 149 70], page = 1, pageSize = 10	{"x-request-id": "c98kj8erobbbrg6o1erg"}
[2022-04-09 16:53:58.445]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kj9mrobbbrg6o1et0"}
[2022-04-09 16:53:58.446]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kj9mrobbbrg6o1et0"}
[2022-04-09 16:53:58.447]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kj9mrobbbrg6o1etg"}
[2022-04-09 16:53:58.448]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kj9mrobbbrg6o1etg"}
[2022-04-09 16:55:31.438]	[34mINFO[0m	get/main_page.go:27	[ListMainPage] req = {
	"page": 1,
	"page_size": 10,
	"timestamp": 1649494531070
}	{"x-request-id": "c98kk0urobbbrg6o1eu0"}
[2022-04-09 16:55:31.441]	[34mINFO[0m	get/main_page.go:65	[ListMainPage] success, gameIdList = [178 261 281 29 487 42 405 485 221 32], page = 1, pageSize = 10	{"x-request-id": "c98kk0urobbbrg6o1eu0"}
[2022-04-09 16:55:31.441]	[34mINFO[0m	game/three_list.go:28	[GetGameThreeList], key = all, page = 1, pageSize = 10	{"x-request-id": "c98kk0urobbbrg6o1eug"}
[2022-04-09 16:55:31.443]	[34mINFO[0m	middle_ware/auth.go:33	tokenStr = eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE2NDk2NzIxMjgsImp0aSI6IjE2IiwiaXNzIjoiYXBwIiwibmJmIjoxNjQ5NDExOTI4fQ.8QMdho3AG1Y7vfStp9XWx_hLaGRlo1OoMzc1b3kBWnA	{"x-request-id": "c98kk0urobbbrg6o1ev0"}
[2022-04-09 16:55:31.443]	[34mINFO[0m	game/three_list.go:43	[GetGameThreeList] key = all resp.len = 10 10 10	{"x-request-id": "c98kk0urobbbrg6o1eug"}
[2022-04-09 16:55:31.443]	[34mINFO[0m	handlers/token_check.go:20	[CheckToken] id = 16	{"x-request-id": "c98kk0urobbbrg6o1ev0"}
[2022-04-09 16:55:32.611]	[34mINFO[0m	user/game.go:83	[GetUserGameCount] userId = 16	{"x-request-id": "c98kk16robbbrg6o1evg"}
[2022-04-09 16:55:32.612]	[34mINFO[0m	user/relation_info.go:191	[GetRelationCount] req = {
	"a_user_id": 16
}	{"x-request-id": "c98kk16robbbrg6o1f00"}
[2022-04-09 16:55:32.612]	[34mINFO[0m	user/game.go:94	[GetUserGameCount] userId = 16 resp = {
	"collected_count": 4,
	"reserved_count": 0
}	{"x-request-id": "c98kk16robbbrg6o1evg"}
[2022-04-09 16:55:32.613]	[34mINFO[0m	user/relation_info.go:207	[GetRelationCount] resp = {
	"follow_count": 1,
	"follower_count": 1
}	{"x-request-id": "c98kk16robbbrg6o1f00"}
